split,step,suite,horizon,episodes_per_task,seed,initial_state_start,task_id,task_description,H,P,total_episodes,total_successes,success_rate,ci95_low,ci95_high,mean_policy_calls,mean_episode_length,mean_environment_steps_including_settling,policy_calls_per_environment_step,mean_executed_actions_per_policy_call,mean_wall_clock_seconds
screen,0,libero_10,15,5,17,20,0,put both the alphabet soup and the tomato sauce in the basket,15,50,5,4,0.8,0.37553462976252533,0.9637758913675698,27.6,407.6,417.6,0.06771344455348381,14.764100936100936,11.496001143194736
screen,0,libero_10,15,5,17,20,1,put both the cream cheese box and the butter in the basket,15,50,5,5,1.0,0.5655175352168251,1.0,22.2,328.2,338.2,0.06764168190127971,14.78080586080586,9.39713079687208
screen,0,libero_10,15,5,17,20,2,turn on the stove and put the moka pot on it,15,50,5,4,0.8,0.37553462976252533,0.9637758913675698,22.6,335.0,345.0,0.06746268656716418,14.816910242357812,8.760619242675602
screen,0,libero_10,15,5,17,20,3,put the black bowl in the bottom drawer of the cabinet and close it,15,50,5,5,1.0,0.5655175352168251,1.0,18.0,264.4,274.4,0.0680786686838124,14.685098039215685,7.294683662988246
screen,0,libero_10,15,5,17,20,4,put the white mug on the left plate and put the yellow and white mug on the right plate,15,50,5,4,0.8,0.37553462976252533,0.9637758913675698,23.0,340.2,350.2,0.06760728982951206,14.78280701754386,9.675269376300275
screen,0,libero_10,15,5,17,20,5,pick up the book and place it in the back compartment of the caddy,15,50,5,4,0.8,0.37553462976252533,0.9637758913675698,18.0,262.4,272.4,0.06859756097560976,14.495604395604397,6.411366528086364
screen,0,libero_10,15,5,17,20,6,put the white mug on the plate and put the chocolate pudding to the right of the plate,15,50,5,4,0.8,0.37553462976252533,0.9637758913675698,22.8,333.4,343.4,0.0683863227354529,14.604586466165411,8.8148852635175
screen,0,libero_10,15,5,17,20,7,put both the alphabet soup and the cream cheese box in the basket,15,50,5,5,1.0,0.5655175352168251,1.0,20.2,299.0,309.0,0.06755852842809365,14.803155616313513,7.757625955343246
screen,0,libero_10,15,5,17,20,8,put both moka pots on the stove,15,50,5,2,0.4,0.11762077423264783,0.769275718723987,33.6,498.0,508.0,0.06746987951807229,14.818116359447007,11.226556762494146
screen,0,libero_10,15,5,17,20,9,put the yellow and white mug in the microwave and close it,15,50,5,3,0.6,0.2307242812760128,0.882379225767352,28.6,425.0,435.0,0.06729411764705882,14.84951348960637,9.53076297249645
screen,0,libero_10,20,5,17,20,0,put both the alphabet soup and the tomato sauce in the basket,20,50,5,1,0.2,0.03622410863243014,0.6244653702374747,25.8,513.2,523.2,0.050272798129384254,19.887999999999998,13.432475761510432
screen,0,libero_10,20,5,17,20,1,put both the cream cheese box and the butter in the basket,20,50,5,3,0.6,0.2307242812760128,0.882379225767352,22.2,440.8,450.8,0.050362976406533574,19.846224256292906,11.363331632874907
screen,0,libero_10,20,5,17,20,2,turn on the stove and put the moka pot on it,20,50,5,3,0.6,0.2307242812760128,0.882379225767352,21.6,426.8,436.8,0.05060918462980318,19.720448179271706,10.05438302885741
screen,0,libero_10,20,5,17,20,3,put the black bowl in the bottom drawer of the cabinet and close it,20,50,5,5,1.0,0.5655175352168251,1.0,16.8,325.0,335.0,0.05169230769230769,19.33467320261438,8.079914292134344
screen,0,libero_10,20,5,17,20,4,put the white mug on the left plate and put the yellow and white mug on the right plate,20,50,5,1,0.2,0.03622410863243014,0.6244653702374747,24.2,480.6,490.6,0.05035372451102788,19.8,11.983989530801773
screen,0,libero_10,20,5,17,20,5,pick up the book and place it in the back compartment of the caddy,20,50,5,5,1.0,0.5655175352168251,1.0,12.8,249.6,259.6,0.05128205128205128,19.46660839160839,5.51032321061939
screen,0,libero_10,20,5,17,20,6,put the white mug on the plate and put the chocolate pudding to the right of the plate,20,50,5,2,0.4,0.11762077423264783,0.769275718723987,22.4,444.4,454.4,0.050405040504050404,19.796491228070174,10.622153668291867
screen,0,libero_10,20,5,17,20,7,put both the alphabet soup and the cream cheese box in the basket,20,50,5,4,0.8,0.37553462976252533,0.9637758913675698,19.2,376.6,386.6,0.050982474774296335,19.575,9.018871697038412
screen,0,libero_10,20,5,17,20,8,put both moka pots on the stove,20,50,5,1,0.2,0.03622410863243014,0.6244653702374747,25.6,510.8,520.8,0.050117462803445575,19.95,11.027190099656583
screen,0,libero_10,20,5,17,20,9,put the yellow and white mug in the microwave and close it,20,50,5,2,0.4,0.11762077423264783,0.769275718723987,23.8,473.6,483.6,0.05025337837837838,19.884285714285717,9.486274673603475
screen,0,libero_10,25,5,17,20,0,put both the alphabet soup and the tomato sauce in the basket,25,50,5,0,0.0,0.0,0.43448246478317476,21.0,520.0,530.0,0.04038461538461539,24.761904761904763,13.35537011064589
screen,0,libero_10,25,5,17,20,1,put both the cream cheese box and the butter in the basket,25,50,5,0,0.0,0.0,0.43448246478317476,21.0,520.0,530.0,0.04038461538461539,24.761904761904763,13.059805363230407
screen,0,libero_10,25,5,17,20,2,turn on the stove and put the moka pot on it,25,50,5,2,0.4,0.11762077423264783,0.769275718723987,18.8,463.0,473.0,0.04060475161987041,24.611764705882354,10.763066973723472
screen,0,libero_10,25,5,17,20,3,put the black bowl in the bottom drawer of the cabinet and close it,25,50,5,1,0.2,0.03622410863243014,0.6244653702374747,20.6,509.8,519.8,0.04040800313848568,24.746365914786967,11.52066430784762
screen,0,libero_10,25,5,17,20,4,put the white mug on the left plate and put the yellow and white mug on the right plate,25,50,5,0,0.0,0.0,0.43448246478317476,21.0,520.0,530.0,0.04038461538461539,24.761904761904763,12.390604478120803
screen,0,libero_10,25,5,17,20,5,pick up the book and place it in the back compartment of the caddy,25,50,5,3,0.6,0.2307242812760128,0.882379225767352,16.6,407.6,417.6,0.04072620215897939,24.527002164502164,7.952917273156345
screen,0,libero_10,25,5,17,20,6,put the white mug on the plate and put the chocolate pudding to the right of the plate,25,50,5,2,0.4,0.11762077423264783,0.769275718723987,19.6,480.8,490.8,0.04076539101497504,24.50516917293233,11.044547398760916
screen,0,libero_10,25,5,17,20,7,put both the alphabet soup and the cream cheese box in the basket,25,50,5,2,0.4,0.11762077423264783,0.769275718723987,20.2,495.6,505.6,0.04075867635189669,24.521008403361343,11.292409979738295
screen,0,libero_10,25,5,17,20,8,put both moka pots on the stove,25,50,5,0,0.0,0.0,0.43448246478317476,21.0,520.0,530.0,0.04038461538461539,24.761904761904763,10.669884768873453
screen,0,libero_10,25,5,17,20,9,put the yellow and white mug in the microwave and close it,25,50,5,2,0.4,0.11762077423264783,0.769275718723987,18.8,461.2,471.2,0.040763226366001735,24.479642857142856,8.169638075493276
screen,100,libero_10,15,5,17,20,0,put both the alphabet soup and the tomato sauce in the basket,15,50,5,5,1.0,0.5655175352168251,1.0,22.0,325.8,335.8,0.06752608962553713,14.817652173913043,9.564661795645952
screen,100,libero_10,15,5,17,20,1,put both the cream cheese box and the butter in the basket,15,50,5,5,1.0,0.5655175352168251,1.0,21.2,312.6,322.6,0.06781829814459372,14.747935222672064,9.19118697475642
screen,100,libero_10,15,5,17,20,2,turn on the stove and put the moka pot on it,15,50,5,4,0.8,0.37553462976252533,0.9637758913675698,22.4,329.2,339.2,0.06804374240583232,14.673968745392894,8.966159774176777
screen,100,libero_10,15,5,17,20,3,put the black bowl in the bottom drawer of the cabinet and close it,15,50,5,5,1.0,0.5655175352168251,1.0,18.4,269.2,279.2,0.06835066864784546,14.622689075630252,7.590375577658415
screen,100,libero_10,15,5,17,20,4,put the white mug on the left plate and put the yellow and white mug on the right plate,15,50,5,5,1.0,0.5655175352168251,1.0,18.4,272.4,282.4,0.06754772393538913,14.80652906776746,7.961073409952223
screen,100,libero_10,15,5,17,20,5,pick up the book and place it in the back compartment of the caddy,15,50,5,5,1.0,0.5655175352168251,1.0,13.8,200.6,210.6,0.06879361914257229,14.538461538461538,5.077190751954913
screen,100,libero_10,15,5,17,20,6,put the white mug on the plate and put the chocolate pudding to the right of the plate,15,50,5,1,0.2,0.03622410863243014,0.6244653702374747,31.8,472.6,482.6,0.06728734659331359,14.864661654135341,12.144719010777772
screen,100,libero_10,15,5,17,20,7,put both the alphabet soup and the cream cheese box in the basket,15,50,5,5,1.0,0.5655175352168251,1.0,20.2,296.2,306.2,0.06819716407832546,14.664411027568923,7.84606358204037
screen,100,libero_10,15,5,17,20,8,put both moka pots on the stove,15,50,5,0,0.0,0.0,0.43448246478317476,35.0,520.0,530.0,0.0673076923076923,14.857142857142858,11.825067686103285
screen,100,libero_10,15,5,17,20,9,put the yellow and white mug in the microwave and close it,15,50,5,4,0.8,0.37553462976252533,0.9637758913675698,24.8,363.6,373.6,0.06820682068206821,14.631013741249678,8.620390059053898
screen,100,libero_10,20,5,17,20,0,put both the alphabet soup and the tomato sauce in the basket,20,50,5,2,0.4,0.11762077423264783,0.769275718723987,24.4,483.6,493.6,0.050454921422663356,19.793684210526315,13.000087933428585
screen,100,libero_10,20,5,17,20,1,put both the cream cheese box and the butter in the basket,20,50,5,4,0.8,0.37553462976252533,0.9637758913675698,20.0,392.8,402.8,0.05091649694501019,19.628421052631577,10.967711447179317
screen,100,libero_10,20,5,17,20,2,turn on the stove and put the moka pot on it,20,50,5,2,0.4,0.11762077423264783,0.769275718723987,22.0,438.0,448.0,0.0502283105022831,19.876078431372548,10.938442191295326
screen,100,libero_10,20,5,17,20,3,put the black bowl in the bottom drawer of the cabinet and close it,20,50,5,5,1.0,0.5655175352168251,1.0,18.0,346.8,356.8,0.05190311418685121,19.244907723855093,8.924258597008883
screen,100,libero_10,20,5,17,20,4,put the white mug on the left plate and put the yellow and white mug on the right plate,20,50,5,3,0.6,0.2307242812760128,0.882379225767352,22.8,450.2,460.2,0.050644158151932475,19.68625863300786,11.383953185006977
screen,100,libero_10,20,5,17,20,5,pick up the book and place it in the back compartment of the caddy,20,50,5,4,0.8,0.37553462976252533,0.9637758913675698,17.8,347.4,357.4,0.051237766263673,19.412255639097744,7.59815832786262
screen,100,libero_10,20,5,17,20,6,put the white mug on the plate and put the chocolate pudding to the right of the plate,20,50,5,0,0.0,0.0,0.43448246478317476,26.0,520.0,530.0,0.05,20.0,12.075951498001814
screen,100,libero_10,20,5,17,20,7,put both the alphabet soup and the cream cheese box in the basket,20,50,5,4,0.8,0.37553462976252533,0.9637758913675698,20.6,403.4,413.4,0.051065939514129896,19.547460317460317,9.542417599074543
screen,100,libero_10,20,5,17,20,8,put both moka pots on the stove,20,50,5,0,0.0,0.0,0.43448246478317476,26.0,520.0,530.0,0.05,20.0,10.95940231848508
screen,100,libero_10,20,5,17,20,9,put the yellow and white mug in the microwave and close it,20,50,5,2,0.4,0.11762077423264783,0.769275718723987,22.4,443.6,453.6,0.05049594229035167,19.731929824561405,9.16944899968803
screen,100,libero_10,25,5,17,20,0,put both the alphabet soup and the tomato sauce in the basket,25,50,5,2,0.4,0.11762077423264783,0.769275718723987,21.0,517.4,527.4,0.040587553150367224,24.63809523809524,12.902731814980507
screen,100,libero_10,25,5,17,20,1,put both the cream cheese box and the butter in the basket,25,50,5,0,0.0,0.0,0.43448246478317476,21.0,520.0,530.0,0.04038461538461539,24.761904761904763,12.687609826959669
screen,100,libero_10,25,5,17,20,2,turn on the stove and put the moka pot on it,25,50,5,2,0.4,0.11762077423264783,0.769275718723987,19.2,475.6,485.6,0.040370058873002525,24.770378151260502,10.75974245313555
screen,100,libero_10,25,5,17,20,3,put the black bowl in the bottom drawer of the cabinet and close it,25,50,5,3,0.6,0.2307242812760128,0.882379225767352,18.6,454.8,464.8,0.040897097625329816,24.471599511599514,10.294845463335514
screen,100,libero_10,25,5,17,20,4,put the white mug on the left plate and put the yellow and white mug on the right plate,25,50,5,2,0.4,0.11762077423264783,0.769275718723987,18.8,461.2,471.2,0.040763226366001735,24.484642857142855,11.238422370515764
screen,100,libero_10,25,5,17,20,5,pick up the book and place it in the back compartment of the caddy,25,50,5,3,0.6,0.2307242812760128,0.882379225767352,14.6,352.6,362.6,0.041406693136698806,23.884761904761906,6.85956496130675
screen,100,libero_10,25,5,17,20,6,put the white mug on the plate and put the chocolate pudding to the right of the plate,25,50,5,0,0.0,0.0,0.43448246478317476,21.0,520.0,530.0,0.04038461538461539,24.761904761904763,11.495309618487955
screen,100,libero_10,25,5,17,20,7,put both the alphabet soup and the cream cheese box in the basket,25,50,5,3,0.6,0.2307242812760128,0.882379225767352,20.0,490.6,500.6,0.040766408479412965,24.52318295739348,10.74846448637545
screen,100,libero_10,25,5,17,20,8,put both moka pots on the stove,25,50,5,0,0.0,0.0,0.43448246478317476,21.0,520.0,530.0,0.04038461538461539,24.761904761904763,10.84852434117347
screen,100,libero_10,25,5,17,20,9,put the yellow and white mug in the microwave and close it,25,50,5,0,0.0,0.0,0.43448246478317476,21.0,520.0,530.0,0.04038461538461539,24.761904761904763,10.143849289789795
screen,300,libero_10,20,5,17,20,0,put both the alphabet soup and the tomato sauce in the basket,20,50,5,4,0.8,0.37553462976252533,0.9637758913675698,22.4,441.0,451.0,0.050793650793650794,19.674071484071483,11.89116120506078
screen,300,libero_10,20,5,17,20,1,put both the cream cheese box and the butter in the basket,20,50,5,5,1.0,0.5655175352168251,1.0,18.2,353.0,363.0,0.05155807365439093,19.37877045555064,9.708833921700716
screen,300,libero_10,20,5,17,20,2,turn on the stove and put the moka pot on it,20,50,5,5,1.0,0.5655175352168251,1.0,15.0,296.0,306.0,0.05067567567567568,19.737619047619045,7.93371546305716
screen,300,libero_10,20,5,17,20,3,put the black bowl in the bottom drawer of the cabinet and close it,20,50,5,5,1.0,0.5655175352168251,1.0,15.2,293.6,303.6,0.051771117166212535,19.329929792429795,7.9659650307148695
screen,300,libero_10,20,5,17,20,4,put the white mug on the left plate and put the yellow and white mug on the right plate,20,50,5,4,0.8,0.37553462976252533,0.9637758913675698,18.4,359.2,369.2,0.051224944320712694,19.493928571428572,9.512329369969667
screen,300,libero_10,20,5,17,20,5,pick up the book and place it in the back compartment of the caddy,20,50,5,4,0.8,0.37553462976252533,0.9637758913675698,14.4,282.0,292.0,0.05106382978723404,19.492424242424242,6.119863159395754
screen,300,libero_10,20,5,17,20,6,put the white mug on the plate and put the chocolate pudding to the right of the plate,20,50,5,1,0.2,0.03622410863243014,0.6244653702374747,26.0,519.2,529.2,0.05007704160246533,19.96923076923077,12.085033091902734
screen,300,libero_10,20,5,17,20,7,put both the alphabet soup and the cream cheese box in the basket,20,50,5,4,0.8,0.37553462976252533,0.9637758913675698,19.4,378.8,388.8,0.051214361140443504,19.46706349206349,8.976026081852615
screen,300,libero_10,20,5,17,20,8,put both moka pots on the stove,20,50,5,0,0.0,0.0,0.43448246478317476,26.0,520.0,530.0,0.05,20.0,11.232505191862582
screen,300,libero_10,20,5,17,20,9,put the yellow and white mug in the microwave and close it,20,50,5,4,0.8,0.37553462976252533,0.9637758913675698,18.8,368.0,378.0,0.051086956521739134,19.5325,7.876946612261236
screen,500,libero_10,15,5,17,20,0,put both the alphabet soup and the tomato sauce in the basket,15,50,5,5,1.0,0.5655175352168251,1.0,20.2,297.2,307.2,0.06796769851951548,14.713032581453636,8.879020119085908
screen,500,libero_10,15,5,17,20,1,put both the cream cheese box and the butter in the basket,15,50,5,5,1.0,0.5655175352168251,1.0,19.0,279.8,289.8,0.06790564689063616,14.72594427244582,8.285974514484405
screen,500,libero_10,15,5,17,20,2,turn on the stove and put the moka pot on it,15,50,5,4,0.8,0.37553462976252533,0.9637758913675698,21.2,310.6,320.6,0.06825499034127495,14.603970711091455,8.259039720147848
screen,500,libero_10,15,5,17,20,3,put the black bowl in the bottom drawer of the cabinet and close it,15,50,5,5,1.0,0.5655175352168251,1.0,17.2,252.0,262.0,0.06825396825396825,14.662190402476778,7.059927813708782
screen,500,libero_10,15,5,17,20,4,put the white mug on the left plate and put the yellow and white mug on the right plate,15,50,5,5,1.0,0.5655175352168251,1.0,18.0,264.4,274.4,0.0680786686838124,14.682263814616757,7.8840278625488285
screen,500,libero_10,15,5,17,20,5,pick up the book and place it in the back compartment of the caddy,15,50,5,4,0.8,0.37553462976252533,0.9637758913675698,19.4,286.0,296.0,0.06783216783216783,14.675326007326007,6.969775708019734
screen,500,libero_10,15,5,17,20,6,put the white mug on the plate and put the chocolate pudding to the right of the plate,15,50,5,2,0.4,0.11762077423264783,0.769275718723987,27.8,411.6,421.6,0.06754130223517979,14.77310924369748,10.41959781870246
screen,500,libero_10,15,5,17,20,7,put both the alphabet soup and the cream cheese box in the basket,15,50,5,5,1.0,0.5655175352168251,1.0,19.4,281.6,291.6,0.06889204545454546,14.512153110047848,7.4003400353714825
screen,500,libero_10,15,5,17,20,8,put both moka pots on the stove,15,50,5,2,0.4,0.11762077423264783,0.769275718723987,33.4,495.2,505.2,0.06744749596122779,14.824285714285713,11.049424286931753
screen,500,libero_10,15,5,17,20,9,put the yellow and white mug in the microwave and close it,15,50,5,5,1.0,0.5655175352168251,1.0,20.4,297.4,307.4,0.06859448554135844,14.573405483405484,7.32372663449496
screen,500,libero_10,20,5,17,20,0,put both the alphabet soup and the tomato sauce in the basket,20,50,5,5,1.0,0.5655175352168251,1.0,18.0,354.4,364.4,0.050790067720090294,19.702141943734016,9.619315465353429
screen,500,libero_10,20,5,17,20,1,put both the cream cheese box and the butter in the basket,20,50,5,5,1.0,0.5655175352168251,1.0,16.0,308.6,318.6,0.05184705119896306,19.30218253968254,8.344849258102476
screen,500,libero_10,20,5,17,20,2,turn on the stove and put the moka pot on it,20,50,5,5,1.0,0.5655175352168251,1.0,14.2,275.6,285.6,0.05152394775036284,19.413333333333334,6.933615611121058
screen,500,libero_10,20,5,17,20,3,put the black bowl in the bottom drawer of the cabinet and close it,20,50,5,5,1.0,0.5655175352168251,1.0,14.0,265.4,275.4,0.05275056518462698,18.946739926739927,6.753612227924168
screen,500,libero_10,20,5,17,20,4,put the white mug on the left plate and put the yellow and white mug on the right plate,20,50,5,4,0.8,0.37553462976252533,0.9637758913675698,19.2,376.8,386.8,0.050955414012738856,19.59732492997199,9.955582812428474
screen,500,libero_10,20,5,17,20,5,pick up the book and place it in the back compartment of the caddy,20,50,5,4,0.8,0.37553462976252533,0.9637758913675698,14.4,279.6,289.6,0.05150214592274678,19.24801864801865,6.1036133782938125
screen,500,libero_10,20,5,17,20,6,put the white mug on the plate and put the chocolate pudding to the right of the plate,20,50,5,0,0.0,0.0,0.43448246478317476,26.0,520.0,530.0,0.05,20.0,11.852667348273098
screen,500,libero_10,20,5,17,20,7,put both the alphabet soup and the cream cheese box in the basket,20,50,5,5,1.0,0.5655175352168251,1.0,17.4,336.4,346.4,0.05172413793103448,19.32202614379085,8.047922713682055
screen,500,libero_10,20,5,17,20,8,put both moka pots on the stove,20,50,5,2,0.4,0.11762077423264783,0.769275718723987,25.0,496.6,506.6,0.05034232782923882,19.85217391304348,10.912458013556897
screen,500,libero_10,20,5,17,20,9,put the yellow and white mug in the microwave and close it,20,50,5,4,0.8,0.37553462976252533,0.9637758913675698,18.0,351.4,361.4,0.05122367672168469,19.46861111111111,7.50705709848553
screen,500,libero_10,25,5,17,20,0,put both the alphabet soup and the tomato sauce in the basket,25,50,5,5,1.0,0.5655175352168251,1.0,16.6,405.0,415.0,0.04098765432098765,24.44927318295739,10.886467493511736
screen,500,libero_10,25,5,17,20,1,put both the cream cheese box and the butter in the basket,25,50,5,5,1.0,0.5655175352168251,1.0,17.0,408.0,418.0,0.041666666666666664,24.001643446852423,10.81035888530314
screen,500,libero_10,25,5,17,20,2,turn on the stove and put the moka pot on it,25,50,5,3,0.6,0.2307242812760128,0.882379225767352,17.4,430.4,440.4,0.040427509293680296,24.738770001927897,10.204009773954748
screen,500,libero_10,25,5,17,20,3,put the black bowl in the bottom drawer of the cabinet and close it,25,50,5,2,0.4,0.11762077423264783,0.769275718723987,18.8,463.2,473.2,0.04058721934369603,24.600840336134457,10.86964993532747
screen,500,libero_10,25,5,17,20,4,put the white mug on the left plate and put the yellow and white mug on the right plate,25,50,5,2,0.4,0.11762077423264783,0.769275718723987,18.6,453.8,463.8,0.04098721903922433,24.310714285714287,11.135254928655922
screen,500,libero_10,25,5,17,20,5,pick up the book and place it in the back compartment of the caddy,25,50,5,3,0.6,0.2307242812760128,0.882379225767352,14.0,338.8,348.8,0.04132231404958678,23.90920634920635,6.852312686480582
screen,500,libero_10,25,5,17,20,6,put the white mug on the plate and put the chocolate pudding to the right of the plate,25,50,5,1,0.2,0.03622410863243014,0.6244653702374747,20.4,501.6,511.6,0.04066985645933014,24.565079365079363,11.036576099321247
screen,500,libero_10,25,5,17,20,7,put both the alphabet soup and the cream cheese box in the basket,25,50,5,3,0.6,0.2307242812760128,0.882379225767352,17.0,413.0,423.0,0.04116222760290557,24.203809523809525,9.088663946837187
screen,500,libero_10,25,5,17,20,8,put both moka pots on the stove,25,50,5,0,0.0,0.0,0.43448246478317476,21.0,520.0,530.0,0.04038461538461539,24.761904761904763,10.636776204779745
screen,500,libero_10,25,5,17,20,9,put the yellow and white mug in the microwave and close it,25,50,5,2,0.4,0.11762077423264783,0.769275718723987,18.2,449.0,459.0,0.04053452115812917,24.632527472527475,8.870303563401103
transfer,0,libero_spatial,5,3,17,20,0,pick up the black bowl between the plate and the ramekin and place it on the plate,5,50,3,3,1.0,0.4385029682449546,1.0,17.0,83.0,93.0,0.20481927710843373,4.888888888888889,6.463331713030736
transfer,0,libero_spatial,5,3,17,20,1,pick up the black bowl next to the ramekin and place it on the plate,5,50,3,3,1.0,0.4385029682449546,1.0,23.666666666666668,115.33333333333333,125.33333333333333,0.20520231213872833,4.873792270531401,7.731771404234071
transfer,0,libero_spatial,5,3,17,20,2,pick up the black bowl from table center and place it on the plate,5,50,3,3,1.0,0.4385029682449546,1.0,22.333333333333332,109.33333333333333,119.33333333333333,0.20426829268292682,4.894409937888199,7.471178132109344
transfer,0,libero_spatial,5,3,17,20,3,pick up the black bowl on the cookie box and place it on the plate,5,50,3,3,1.0,0.4385029682449546,1.0,19.666666666666668,95.66666666666667,105.66666666666667,0.20557491289198607,4.863492063492064,7.0964766986047225
transfer,0,libero_spatial,5,3,17,20,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,5,50,3,3,1.0,0.4385029682449546,1.0,26.666666666666668,130.66666666666666,140.66666666666666,0.20408163265306123,4.900284900284901,7.648795419062178
transfer,0,libero_spatial,5,3,17,20,5,pick up the black bowl on the ramekin and place it on the plate,5,50,3,3,1.0,0.4385029682449546,1.0,20.666666666666668,103.0,113.0,0.20064724919093851,4.983333333333333,6.557824184497197
transfer,0,libero_spatial,5,3,17,20,6,pick up the black bowl next to the cookie box and place it on the plate,5,50,3,3,1.0,0.4385029682449546,1.0,23.0,113.66666666666667,123.66666666666667,0.20234604105571846,4.939268461007591,6.998797735820214
transfer,0,libero_spatial,5,3,17,20,7,pick up the black bowl on the stove and place it on the plate,5,50,3,3,1.0,0.4385029682449546,1.0,27.666666666666668,136.33333333333334,146.33333333333334,0.20293398533007334,4.930288461538462,7.9351993929594755
transfer,0,libero_spatial,5,3,17,20,8,pick up the black bowl next to the plate and place it on the plate,5,50,3,3,1.0,0.4385029682449546,1.0,20.666666666666668,100.66666666666667,110.66666666666667,0.2052980132450331,4.871212121212121,4.973578032106161
transfer,0,libero_spatial,5,3,17,20,9,pick up the black bowl on the wooden cabinet and place it on the plate,5,50,3,3,1.0,0.4385029682449546,1.0,29.666666666666668,145.66666666666666,155.66666666666666,0.2036613272311213,4.916339869281046,6.388374234239261
transfer,0,libero_spatial,20,3,17,20,0,pick up the black bowl between the plate and the ramekin and place it on the plate,20,50,3,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,10.666666666666666,208.66666666666666,218.66666666666666,0.051118210862619806,19.533333333333335,7.167702384913961
transfer,0,libero_spatial,20,3,17,20,1,pick up the black bowl next to the ramekin and place it on the plate,20,50,3,0,0.0,5.551115123125783e-17,0.5614970317550454,11.0,220.0,230.0,0.05,20.0,7.6204280912255244
transfer,0,libero_spatial,20,3,17,20,2,pick up the black bowl from table center and place it on the plate,20,50,3,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,10.333333333333334,204.66666666666666,214.66666666666666,0.050488599348534204,19.777777777777775,7.173078650608659
transfer,0,libero_spatial,20,3,17,20,3,pick up the black bowl on the cookie box and place it on the plate,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,9.333333333333334,182.66666666666666,192.66666666666666,0.051094890510948905,19.599999999999998,6.818856242423256
transfer,0,libero_spatial,20,3,17,20,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,20,50,3,3,1.0,0.4385029682449546,1.0,9.333333333333334,181.0,191.0,0.05156537753222836,19.35185185185185,6.5892500240976615
transfer,0,libero_spatial,20,3,17,20,5,pick up the black bowl on the ramekin and place it on the plate,20,50,3,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,11.0,218.66666666666666,228.66666666666666,0.05030487804878049,19.87878787878788,7.568417946187158
transfer,0,libero_spatial,20,3,17,20,6,pick up the black bowl next to the cookie box and place it on the plate,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,8.666666666666666,172.66666666666666,182.66666666666666,0.05019305019305019,19.91071428571429,6.263075287764271
transfer,0,libero_spatial,20,3,17,20,7,pick up the black bowl on the stove and place it on the plate,20,50,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,9.666666666666666,185.33333333333334,195.33333333333334,0.052158273381294966,19.099999999999998,6.9369725820918875
