task_id,task_name,episode_index,episode_seed,training,initial_state_sha256,initial_xml_sha256,initial_observation_sha256,environment_metadata_sha256,task_horizon,task_description,task_suite,split,seed,H,condition,success,env_steps,policy_calls,actions_per_policy_call,episode_seconds,reset_seconds,policy_query_seconds,inference_fingerprint,prediction_horizon,flow_steps,renderer,control_frequency_hz,video,paired_catalog,config_sha256
1,CoffeeSetupMug,2,270010002,False,8d01005056d0e78334d631061ef63f1c7904777cf9e2960c588a7aa878a3df83,914cae3d1fa4f663facd9075c85964324a9223d3a27b22f7fde8a9a87763b67e,7686f352106479dcadbe55f1771fb0c1b00af9fbe144097cd093cc5354eb987c,7baf17da8bf6f14c81311989ae2253246c793bffb96702de4bad16206e4a02cc,600,Pick the mug from the counter and place it under the coffee machine dispenser.,robocasa365_fixed10,pretrain,27,20,original_h20,False,600,30,20.0,19.030935193412006,8.266063000075519,2.1285059144720435,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CoffeeSetupMug/episode_002.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
1,CoffeeSetupMug,3,270010003,False,982f5414a106925d5f21f7f6d75775c7cbb1a819321623ed0f61889d29369cec,7853374e71f5157bce77508b6dfe7a1de6844290333ff6edd4c7d6a470c56cd7,7aefd754622563e11aa9e85dace42871b9081f375669f6c42b758935f29a45dc,d55ec3196b527a14bd485d21f626f63a8e31f6fc86e81d2b1df4d054f229f2d5,600,Pick the mug from the counter and place it under the coffee machine dispenser.,robocasa365_fixed10,pretrain,27,20,original_h20,False,600,30,20.0,24.220129059627652,12.23597570322454,2.177679910324514,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CoffeeSetupMug/episode_003.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
1,CoffeeSetupMug,4,270010004,False,79a9bed1b9d01a0131b34a92445cf8cd5f2d26e067e610051ad7c4de6d332161,a8399ba95bb778e6da28b0ce87789bdeb55a43111bb6968f6e67ed584034b477,bd4ebd11acb0202833153d097b7281a2026ec1a7ced06cf29a407476c2292516,92d7989edfaf4ae5c18cd20f68f9f7b4fb66be29adc8a790b8c25e32cb698e36,600,Pick the mug from the counter and place it under the coffee machine dispenser.,robocasa365_fixed10,pretrain,27,20,original_h20,False,600,30,20.0,17.544134293682873,8.033576486632228,2.1474742563441396,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CoffeeSetupMug/episode_004.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
1,CoffeeSetupMug,5,270010005,False,6ba26345c97eb155d63c220cbaa6875200a1ea3a09e2fa40d6a0cc430695e09d,98b72b35e1c2dfa72464762ca89d2e26d8119bfc9d9e20d0557959a9957e59bc,7c0dc53e1d4622b91c67ff354af65f86ac3e275e9e56afd1be1eb69a9caf95fb,5c5c4b425a32dde8f6d04fd906825e4a19cd4e2def43efcbd9e81b1a1164b131,600,Pick the mug from the counter and place it under the coffee machine dispenser.,robocasa365_fixed10,pretrain,27,20,original_h20,False,600,30,20.0,27.303418616764247,18.771515306085348,2.202585579827428,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CoffeeSetupMug/episode_005.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
1,CoffeeSetupMug,6,270010006,False,5543666bb99789564c91b4a374806431c9a3560c4c670734f8260fb041fc2f84,4d3124e07af77cea657393c64ac641a8b2e8112fa6588d087386f0f28c2de593,2b1136eb0ba659b34b261ff6f5ab34dfdcc9239bf6119d387fca98063cb6a852,3ba2398e11614be4eb1709a02055269f1e12283e4d129ea10edac84551fafa47,600,Pick the mug from the counter and place it under the coffee machine dispenser.,robocasa365_fixed10,pretrain,27,20,original_h20,True,338,17,19.88235294117647,10.007544766180217,8.360569450072944,1.1923047816380858,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CoffeeSetupMug/episode_006.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
1,CoffeeSetupMug,7,270010007,False,73c7c9ec4a377650249965a6d319c80c204c39df31d5ea290f5fbb4aad99a0d6,9a271475b136eee9f2d1ee1211bcb764f3095029553176138d2bfd8b1ad6f19c,39e7f4663eaed6217f1e8f9f2d0f37ccfae80d6b73bfaf3f3cab90260b2bd0fb,67722a89182f713e988174439699a2dcc71a1f4ec52d1311eb330760c1a71bfe,600,Pick the mug from the counter and place it under the coffee machine dispenser.,robocasa365_fixed10,pretrain,27,20,original_h20,False,600,30,20.0,20.964558334089816,21.86042647343129,2.138962358236313,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CoffeeSetupMug/episode_007.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
1,CoffeeSetupMug,8,270010008,False,88c41e394f2f57895f4b228a183e7f7426b9ad6cb6f4252f8b887d9e3f2b109f,be5c5db87616bec7e20fd6bf0aa35d4deb090a8d548667e96712e442275c5536,668e3bddbabb9c673f1508d659ea8780a2263ca7255153173ffcdc6f78c6d910,98bf32cfb145eddbbcbbf51a542933efcd41f436e746743cd55d7147d3ae0eb9,600,Pick the mug from the counter and place it under the coffee machine dispenser.,robocasa365_fixed10,pretrain,27,20,original_h20,False,600,30,20.0,22.694434142671525,10.850818461738527,2.3717793663963675,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CoffeeSetupMug/episode_008.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
1,CoffeeSetupMug,9,270010009,False,f4cfae21125821c1f1008b8ae5a23385a052b2b8dca91459fb2970b0538002c9,08d23d1d53ad6d4dc25f9709773dca065ce48c47a754e4366e04e94578763694,3cd89d505536efcfc7a95621bcb7f30b345891291a52a35bde7c46a9b4344ee3,4cc067e22dddd26c5eb432a3a0b6bb96f7ac331995e612e41221159066e1f800,600,Pick the mug from the counter and place it under the coffee machine dispenser.,robocasa365_fixed10,pretrain,27,20,original_h20,False,600,30,20.0,23.09575009252876,10.818663788959384,2.1719753202050924,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CoffeeSetupMug/episode_009.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
2,OpenCabinet,0,270020000,False,953740de9fa75ebfea861fea286718e482689c7ae62f30d3173f43a1926565e9,44798401d3a8db44dd08c406e05079221c9a9f210fb503af7f92502ea52fe3b2,f94c25d4ea3b4c60f9e6668fffbc4cbb312922a8e14dd94bd893b080cfa78ee6,606192dd905ae4cc7e3f5fa42632fd0f3ecfa50d9f608d116d8d42c24e6aa6ce,1050,Open the cabinet doors.,robocasa365_fixed10,pretrain,27,20,original_h20,True,486,25,19.44,20.23993153963238,9.526148034259677,1.9368319492787123,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/OpenCabinet/episode_000.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
2,OpenCabinet,1,270020001,False,3d819096f3fbbeb421f08a701a2381a5bbcb52a7c666f33dbb59400ff6323d0f,af5eee1928c9d240adb995079ccaadc5190c93fc1062c6f974f7a62cb9673e28,e421d1051375b0abd5efcf036b597f7319c0bc4e74950ece87cbc63b530dac44,7cb9f6fdb1599b12dce9e763a8feae79d2310a4a623265cc5f522bfa0fc36d77,1050,Open the cabinet door.,robocasa365_fixed10,pretrain,27,20,original_h20,False,1050,53,19.81132075471698,35.40251733828336,7.151773574762046,3.822563724592328,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/OpenCabinet/episode_001.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
2,OpenCabinet,2,270020002,False,f243aab9131d1bbf8a3121a66570a37f373bbe56b034e15a6db0661a77f1d846,5848fcc7e91f0825d659b20fe62238cac7ba21f5b0642708e4e32712acb6a24f,a2e27ff32d25e1d6ff05b266bbe675e6001802b5a6cc27f47b9a17ec37dc8cfa,72e8a0d9a8464361e3b4111a7408412258fad6291be3f8ac59d6feb279746e76,1050,Open the cabinet doors.,robocasa365_fixed10,pretrain,27,20,original_h20,False,1050,53,19.81132075471698,51.854817509651184,14.142706430517137,3.975693702697754,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/OpenCabinet/episode_002.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
2,OpenCabinet,3,270020003,False,ffc0ca109e1ed99f6683f28bab256182e2d631fe0ad40f2809591f9afc7d2ad7,bcad33ed701b0731f8b0e982c066a58bcc5b7c0266cb551ec9132b158df517ca,9d37e7ec9c345aaa72f9cec7e5983f72dfc794ea65b3a249ab57fdab99b6a469,361c96e00c6b05f577137d17e70bc6593b19f536237e65e76329705ad5d88a9a,1050,Open the cabinet doors.,robocasa365_fixed10,pretrain,27,20,original_h20,True,453,23,19.695652173913043,19.846303584054112,12.214737763628364,1.684544119052589,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/OpenCabinet/episode_003.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
2,OpenCabinet,4,270020004,False,ae53d09586ac68aba424e1e8ffb1eec24474a6f5823c9a1ec5b05bf424a7cf45,9c13d127edd30203da270f22c4eea5753c76083c8c3cd48d2aac924795d3b176,d6d3b9a51f47fc62a517ebcb19bfc16d4dc817a23e57f9e7cb09cc25d854ba2f,b9b9651a3416bfac18badff7d761dbd96c8f999de1c464a1168f30a516f0926c,1050,Open the cabinet doors.,robocasa365_fixed10,pretrain,27,20,original_h20,False,1050,53,19.81132075471698,46.79895532038063,14.1152623007074,3.819702483713627,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/OpenCabinet/episode_004.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
2,OpenCabinet,5,270020005,False,4e6517a24604d186c0bd1a12c77a8f657b0c59b3cab918c06bdac1c9bcb23502,334a9d8309a4857e0870fd4e0f1b98e08995ac5aa9608996a8b8f5e143485dcb,e5e75d3041a5b4917953a6779eff51d668ece9578ca58beb06aa109a2fb656d9,ca398ee3f400990060c4c86534ebefc84eec6a7c7697cd50113e0a340878ef5e,1050,Open the cabinet doors.,robocasa365_fixed10,pretrain,27,20,original_h20,True,387,20,19.35,13.643003106117249,8.700780446641147,1.9319657096639276,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/OpenCabinet/episode_005.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
2,OpenCabinet,6,270020006,False,9b5121eab9a94fbdfe21efa5a58b5dd41110ada419e59a78a3c7bd1c90ec46c0,b9457c611e54303213e2122fd0e700a2ea60a234e5212237aab871b6e206a059,bc6516b92f4dc9eee3c8242649a8503ec976663d354112837158264909f752c0,e40213275731666f3ca0dcc5ae30c158f69e5dc90b5a83ffa64e9b7e06705cad,1050,Open the cabinet door.,robocasa365_fixed10,pretrain,27,20,original_h20,False,1050,53,19.81132075471698,39.81224277522415,9.649526981636882,3.72620059736073,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/OpenCabinet/episode_006.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
2,OpenCabinet,7,270020007,False,6ca2a0c44738665dceafa919b241c062c0e864acfdd92e8ea75f86b8423caa38,68dfbea6f56222aff9804a137fd12314447936c57b977a596b7fdd45b117b137,fac547ea3b39efdc0c76f6cb86163541d297f3fc99febe34aa598ce7d2c4ec2e,a88db4259da02c128834e0d032cae099911dde89022fd709cf1dcdd85470da5e,1050,Open the cabinet door.,robocasa365_fixed10,pretrain,27,20,original_h20,True,252,13,19.384615384615383,7.803823133930564,8.725331149064004,1.024049011990428,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/OpenCabinet/episode_007.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
